strain	length_2_4_D	length_Aldicarb	length_Arsenic_trioxide	length_Atrazine	length_Cadmium_dichloride	length_Carbaryl	length_Carboxin	length_Chlorfenapyr	length_Chlorothalonil	length_Chlorpyrifos	length_Copper_chloride	length_Lead_nitrate	length_Malathion	length_Mancozeb	length_Methomyl	length_Methyl_mercury	length_Nickel_dichloride	length_Paraquat_250	length_Propoxur	length_Pyraclostrobin	length_Silver_nitrate_250	length_Triphenyl_phosphate_50	length_Zinc_dichloride
CX11314	-6.00957269424726	38.7655948328662	17.8693375493306	30.0366872587308	38.5025985966514	12.2081721726331	8.8466081788739	87.0208581786585	6.34881430600708	11.4149481023749	-7.032061446708	-5.61243883335091	58.1385773184875	6.51628154817576	-1.41528880937885	-143.547698049991	37.5036530961237	7.7043513154474	3.65865377447507	-0.777236700850466	3.03731043562887	34.0748576405022	3.31600182321202
DL226	-35.9022318204555	5.59459824323152	38.4606710451029	48.5479275068677	-7.70629019113024	70.6596669531517	79.6686405602581	1.51620464914328	-10.5327397613351	0.762499311471825	-27.8301551244384	-12.2110968878963	-3.2170174820227	9.19335710560294	2.78571484023632	14.067498540048	-56.7758868072294	-3.70847128737015	8.24168538671374	17.2332783973545	-9.32587793278678	40.4145839448996	6.39808521322552
DL238	116.326165889913	96.5107943294905	38.7478651976578	0.164815508203408	96.3903066494291	-2.80466035637085	30.2387596906668	-67.064694546029	52.8994864066015	6.18654969460446	32.3686707343627	-1.12027970803472	35.3162523930518	37.1023423793442	46.6012582915667	19.8876920495969	-203.429264308623	-4.40183410628761	9.48731316101596	47.5675526820529	22.4692739370494	-10.0125757807641	15.8326076334725
ECA1069	-67.6258199802355	-189.693319481685	5.15110950767599	-4.10835912554987	-1.33245497620176	80.0355720270321	38.41787102288	-6.94705045996341	0.387358745858327	-0.680153405796859	-48.0480046292935	-21.1830582581297	-5.80790188748764	-24.949041064275		-54.9484157914047	22.5278545859412	-21.4707644520876	-3.37759299009627	-3.23666863547165	-26.802279738605	26.493978554884	-38.9253318369692
ECA1074	-4.36611503908595	31.5199586961445	37.5745709247622	4.36527404471044	-18.8502184110106	-11.4047217570019	-40.2720747822759	-4.2864843863571	-10.0730447554251	-18.7751169662288	-20.9352463352316	-38.6840790896333	-52.1905152030638	-23.1855396132486		-110.432796457028	68.7504705748051	-25.5088490786226	-4.15900166109642	-22.1017420889277	-19.0244652671334	-28.2722783423052	-44.5986838054101
ECA2546	13.1746849175394	-34.6512878420274	-53.246552735449	1.24316840941914	-49.5889235958066	-37.7098817972123	-25.7303442078172	-98.8772208096869	10.5789027404066	21.7734247878155	19.193359253789	-25.5040544151384	-4.17861545484809	17.1786068651661	-9.47567742965431	-68.8983617074289	7.83805794600623	-22.9784023063515	-52.0115183527067	-25.0521359843132	-16.2604909020169	-5.21854732049614	
ECA2549	9.55773190168653	-25.7833186927505	34.9597449401413	34.8664785682085	-1.98213498532392	2.64314350454454	-14.7045845378933		9.95458830564083	8.41419431067698	-8.02863606007162	-3.02425638109306	-84.3923242974383	4.64797819022268		74.3039417209907	106.366395451745	19.2284899239019	13.9848409702781	-34.8381564068275	15.3763452859208	-4.04622788182436	21.9067515829513
ECA2551	41.3400323241401	4.05179860988257	47.272224316233	2.56891346934731	-35.2718490792617	-28.7397677246507	71.7950208938473	-37.8433833841275	10.7013375632045	-26.2880362027783	10.6682046682326	8.23472751294461	7.19862566037163	-7.84684928624385	-30.4042955821328	87.3374594676742	115.269430714997	-22.8878439119637	-2.07805807920638	-8.46934800505544	-14.1409694863036	-57.4492788683866	28.2371741347479
ECA2554	-53.4109250488223	-47.0938451067983	50.874825231363	-28.0759874229437	-6.04133588770151	-20.3778926596181	-1.82452522830737	8.34230510519787	-47.8015190443596	-20.048937148386	30.1543256583406	11.4622438354576	-19.6631284747074	-1.38293312875774	-40.5269749738103	112.710996723158	83.9782181733604	44.5211240078448	-29.7509146036674	-68.3517807484193	55.085467493065	-24.7254215638095	-5.96891343036748
ECA2555	-10.2771111668864	-78.9728191711305	-57.9296920971322	12.2117085822029	34.6616060253089	-51.8901274839235	-20.8861620478714	-17.1992756828734	-3.59170558213942	-58.269059054178	61.7065133865923	-6.60325437415885	-32.1664330019786	23.4814157628022	-50.3624809981234	-46.9353271136455	66.4761630164642	15.4606446850776	24.0264528861558	-11.6819689292139	28.9982490769784	13.5375950466793	5.72010121439026
ECA2559	25.9357530802163	75.3033935406523	67.2781214781131	33.5427368474985	-11.8591456423912	23.4043056940941	76.4279753827202	-23.1057377715508	-5.04526547463725	39.3006656784123	8.91151296336515	37.753102651426	18.7697360049451	31.7771718165171	47.7840520135001	52.8805096612558	8.23625810263995	-13.3496422625474	8.26830132264456	-23.9492176863035	-27.0480576804196	-3.40982874641905	4.7528406682339
ECA2561	-3.16462660761113	-13.4270780416673	31.015350000421	-7.18599400633363	-38.8244081146077	-30.1717019239358	26.0213209782789	99.7066410372646	14.6823218646331	-64.6895882849534	80.9417224373918	-21.4178646933692	16.6603760170332	-70.8883380611357	1.93059070596046	-5.09108786055101	11.6291954474714	-27.0607284290668	-8.88944314487011	10.6517581608886	-18.8364408852353	-146.039472375746	-10.7804828066657
ECA2583	40.3745304484755	19.5005896347734	16.8238520990659	7.0947431781546	7.4056071265791	17.7509336973551	33.7909662519831	-55.830992949121	10.1891969369955	36.6099844898246	25.124071629771	5.9480720985917	-11.7007338318471	16.7000795455569	-12.587335761502	-43.5415840782189	100.094103682179	-16.6109239191086	20.9429187148455	0.779759831156029	-20.6830163925958	-28.7764348351921	23.9198458131897
ECA2595	-21.0932884956441	-17.9587358856808	22.3682859603485	-19.2213215656295	-26.0729633261934	-14.032603393701	0.0806006519359306	-46.2199536595448	-10.7570635836412	-60.0924484215603	31.9814834693933	-23.4497370502985	-62.0634138805059	-47.156519032646	-53.8781301310877	-50.2622977397072	14.333619838861	-2.28125273725559	-26.4495614942874	-28.1194328522533	-31.7042237118482	-178.580997575143	
ECA2601	-144.984886996825	-43.7447484753197	15.1493332069135	-31.6497134390869	-77.0960668744908	-36.0521784557214	-14.551037547761	112.061335079139	-24.5558516210048	-27.0452173093386	-39.4855206782992	-7.34329408233378	-58.1293601958712	-12.730536091982	13.8879253968635	-97.8604566969376	-24.5068771175548	-47.8961363841479	-20.331502592767	49.4964420184017	-48.9756240355383	79.5102407102429	-13.9984407133979
ECA2602	16.6812755615846	-229.71483309302	17.8303005992492	-30.7744383307837	4.98387237162554	-37.625405048418	-84.2640782548206	-70.6892389831943	-1.321024308017	-18.6675792439453	49.4361697398482	-16.3399810422361	-67.7993055802673	6.24102527519294	4.74746177959937	48.81499444353	1.12847869074936	4.55079934285761	-4.32479874071891	13.1272804170241	12.5386103303547	5.67758046206872	-9.34642997911424
ECA2603	24.8263098568975	-270.50360095937	8.02593601785736	7.47994162396423	-8.14299847344983	-6.5287664005422	10.0414693258546	0.436851986598857	-18.8977338045093	-18.7771263088638	-11.3232121470717	3.6051481646323	-5.58131593738343	5.21368920366244	24.7020351649107	130.805761807068	60.5447501195392	29.4468070326508	7.41272097956492	6.23761376216806	31.9783136478398	28.9743242973842	-1.63663070547258
ECA2607	77.2013679368027	24.7841687619817	-91.3955897984214	40.7486505885474		50.8361757087179	39.4891539143529	43.2887326746547	-3.44517872948595	-24.1827028607009	-43.5033716653017	-17.0012117577573	35.2095730778588		27.7838112927453	-122.031754699337	64.6053562635478	1.72412215174055	7.01471890092667	-5.10566811429312	16.0199678848747	-16.1811883032878	9.56963164452083
ECA2615	-41.5955385346201	-221.265373825136	29.4609148817083	-54.0340330256713	17.9259268213566	7.55901369061108	-48.0931961395965	20.7878579217922	-7.88621528244873	-7.968176678821	34.3170113437145	15.41490949453	-32.4574011327065	16.8230921079455	-2.40375542048091	7.51135855863753	85.7894050662316	40.4251929849235	-11.6358310100677	-7.38967487892218	19.2899082121184	15.178353343844	4.07521951033819
ECA2656	-23.436194624181	90.0541900181582	-0.494024192445698	-14.7589330377861	-52.4551684657458	41.9350405871668	66.9046608144656	-47.3075117898849	1.80230065497145	37.644317412867	-64.6360683252621	-3.91695952664806	-27.4411079949064	17.2175436978206	-74.9780500583944	8.05665594998667	114.828570977623	-54.246280868082	5.08021595584049	-51.7097184712803	-43.7707019221106	1.71346747442477	-1.86250524383953
ECA2659	-44.2973753116747	-20.8096965238903	40.0537416038327	-37.3098110053862	-25.3085575155264	-102.035163526781	-66.7513385258977	-43.5023422941286	0.0771496653650001	-20.8458772917786	-2.24700912773192	26.5111377286728	-73.0870666311072	-0.866911328504885		86.539745554819	-22.7069223522744	-24.0258560227964	-34.4249566415391	-18.5805976358396	-56.8698533316711	-35.0510677784376	-0.411662798644692
ECA2660	-46.7564992853078	-2.64763274299097	31.4211763963168	-75.4740201297131	-16.8140710504634	-139.369841620994	-14.3521725671916	-23.1820582614825	-4.92850615161876	-32.8613766488667	11.4519819385563	19.1066028719675	-50.4669424545024	4.08238271733325		98.6372913904393	-46.1491351185393	-25.0977589934582	-29.1313437466261	-31.0332397392528	-53.8234060252585	-29.8998788273647	-4.36523388659005
ECA2672	-21.5215091299441	2.26145952162398	7.75900419675073	-9.73550537332126	7.62695292654827	-10.268687793944	11.430320249343	-63.0569638465512	-5.26776108379053	1.82125166316426	22.115331452979	24.4635899610021	2.33839587307019	6.29122778853031		31.1214357366246	62.0817921389289	-22.3039214723427	-5.05906519959923	-23.0756293267902	-12.8414938103076	-20.6805374020211	26.4768481607575
ECA36	2.10907270755336	31.6024513831706	6.41066233459554	-3.85151084507894	113.490756595631	-6.15250026218567	-46.0244123170358	357.913870580206	-1.28991728458078	18.418304964782	21.5015225288668	5.15893083669179	104.684672666923	-18.1746237174186	-30.5818050540556	-1.62713218802853	11.2041504238144	-17.2123119454121	-26.6425073655314	-71.1459417184453	-36.1822641476947	-42.0731857218655	
ECA396	-0.686503973411224	-2.13329169100059	-0.90459802846792	-38.3883063315225	68.8927031728571	-136.365646577483	-176.597885626052	178.860118274573	-14.0369939954294	19.885617758423	-26.129466544413	8.68242890711098	5.86160900277352	-73.6295514111537	-27.7629924408425	-198.004239995172	-37.5489677591381	-13.4281975200187	-34.2739153565011	-111.777397237063	4.45589968052362	-47.9823531015641	-45.0450788399829
ECA594	-24.1845504719225	47.7895400426365	-20.2328636580028	-46.7384499393316	-24.9673024853269	9.71712525926905	73.6181303765663	-70.9083638664206	-5.20269893763441	8.5682569795749	-22.1757363670915	26.2015474403953	-16.0921821887555	-2.29123070590748	-20.0138396533074	-113.7396783659	48.3713903515667	-86.9124598325126	-8.34915131423747	-53.1588938058098	-86.5873092557004	-82.1523455684454	9.40807826047065
ECA640	13.8500035499035	33.5068051537809	18.5815106227351	6.8152766730476	-53.1931494914403	-13.1572851532376	31.0132211989684	-49.4388204263855	22.0639728698976	13.7554393909384	-15.259857627912	16.7649080525531	-6.68296541025237	-3.92326343879351	-18.4345794362711	-82.6570500624987	20.2891880229392	-31.9206005416782	-0.822058478748685	-0.420023174396211	5.65243497394352	-28.9064731979302	16.4288207578272
ECA923	-54.3947793744293	-70.434616444205	22.1448488921664	-10.3249530372262	4.31415102791036	4.97463063381162	4.27943960419417	19.8167860491316	-7.98006872999929	-26.3323608912596	-28.3673776277601	-5.08500802501992	-36.584161831013	-2.50404730754765	-68.2633858348014	2.54574911838602	45.4687145053509	-19.055392237841	-11.1994971678305	76.1467396550036	-8.1201838087668	92.9813588837608	-4.70385848300294
ED3017	-8.59085411020072	-24.1174230333444	3.64284674826996	-11.0643408238426	-22.9894420569647	-44.5900345245914	-19.8317511385585		-19.2259735891971		-2.82638316120794	-16.369445162299	-56.4136424649877	-8.41181738085153		-3.36389990843104	-1.69014455855696	20.2182510617172	3.45052761932385	4.19405530019711	1.7261405078777	-1.62159176115049	-5.40811557577936
ED3046	-21.3979293131267	22.0515433088116	18.4525550578507	-5.15751468751565	54.8616683803478	20.285315793447	-55.842039234498		12.1757488652906		6.25176094124346	32.5763008957029	36.6643201249229	-5.39475174134878		89.1824695384984	-15.644113788484	36.5557925039775	-21.103102746912	21.64828141036	-13.8129981039854	60.6988793515814	8.99327877397363
ED3048	-11.9535715423763	57.0388068197791	-27.6950350787394	-8.547052409647	-42.2866687576054	29.9803815872175	-13.4654386509466	-48.9379349934218	-6.72876467774511	31.7327601677436	5.85766819930386	4.53466313939905	37.5514264464866	24.1624404278696	79.5137279725282	-0.534711075424317	16.0122861704426	39.2321600791142	-3.95467812494569	6.49497416978134	5.78457520150441	-6.85185497008652	
ED3049	-0.71244249998194	49.9485151890744	20.4165770012295	29.389139844226	67.3880016314557	60.6672157559163	20.4295590797433	25.1157653253128	20.4722194680224	61.61141240523	6.98662013511171	23.270542557638	58.3766399883059	15.9174290522473	50.0340636748053	141.226738654639	25.9750559053609	16.2776883350002	11.2933420571405	46.8706706573738	-1.45247211524037	91.0998246246457	19.5675293740118
ED3052	1.47385974619864	20.9451404216059	50.1764480434605	28.3587725507146	35.3606875946561	22.6582597712807	-41.9748859155631	-12.3510117599503	19.8157382469219	-6.87196941784826	-39.9409566904937	-2.63106085214498	11.7548696562708	10.3594264733452	13.9242832466075	23.5492252756761	43.0336389896395	-0.828427450587528	4.97948199203884	8.45149496343822	23.9037377322406	-22.9245553205839	4.39232791002588
ED3073	15.6208088699728	19.1893780107707	3.9011924394419	11.8663551838281	-29.4856218341915	0.0180199516808488	8.57596134450148		30.8550833947667		14.074108883767	-31.0802369714846	42.8049692507547	19.4579372938945		80.1590872900431	-4.83825032989905	11.661027552177	-3.05965470085042	31.0290566556798	26.0033919852346	32.6446515249027	9.779153444205
EG4349	-35.7445651670853	56.9049684608075	29.0753193596409	-22.9229651272189	-8.03941826428203	5.2988566344763	10.7830538173959	1.21843955247159	7.3877212872198	-8.88000581845549	-125.476251467499	-7.58942635580316	-52.0346878950659	-34.9606315812855	40.3410844984219	-65.651429988535	53.4432440992788	-8.07755181947276	6.98667412301088	-6.50775626657515	-11.7073568694964	-27.6987183748754	12.0690992278176
EG4724	1.073493257406	-2.18284688878573	-5.55136351856722	-27.207724263648	-8.28524895388185	-19.7716109154921	-23.7785386236804		-13.82227978983		-54.1929028040582	-0.697240155597438	-45.5422498550237	-17.4111992565529		-124.640264525856	5.42302043522826	-22.5155178703834	1.21518633480043	-10.1914047697148	-14.6154661641242	16.4791039285104	-6.80771645859202
JT11398	-49.9965004064743	51.331006112751	-48.4081756753766	-0.897045700935955	-40.4205046654408	3.48826393049539	-2.81230243884394	10.5972754446329	-24.4905319370104	-10.9639481750443	2.13396436487816	0.77091117901682	-10.06217488646	-15.082749598731	23.0835544063955	55.4390648958449	12.2311582598723	17.5777471246716	-6.15332106101113	-19.9794871816865	46.6429684417573	-18.9616777043966	0.953460893315043
JU1172	0.535592633873672	74.6541387833705	0.646143233407632	22.7836272600155	18.1589405898395	66.5947269030504	60.9249446828019	11.0326850939414	37.6948076831108	31.3242792833475	8.64097176123831	-10.5414863103236	66.6209835000566	-3.99562781449279	-7.94011663506401	-20.5978233467462	49.2005085914207	13.6483493383386	0.367518973378352	23.1989343201551	19.6103590347525	19.7410634226558	48.2805168920238
JU1200	-20.2129506853815	17.4419233380124	-40.11706120926	-24.740013019702	-31.2757388083213	36.6082574891642	23.4402702848084	-4.12741160724115	-20.7279128800845	-3.86194106874898	5.01383882293809	8.18234234837103	13.434698055808	22.940503988338	-24.0791470339378	43.8720106479684	42.4314705047585	-21.4731709965113	8.88736252682998	-1.1402553408795	-15.1185809329637	-23.6599307429259	-1.4175277997911
JU1212	15.3131220837828	38.7194507058291	-14.4770360541711	-43.0938962999872	-45.3430800369536	13.0412541364152	-30.329416801988	-79.8592551678018	-10.2727380286173	2.34629823536637	-148.491841022214	1.02055457777948	38.17237229898	15.9852573420014	-4.94783911499454	69.5588682732644	-325.520434206505	-44.0412385490129	-3.74269652781322	-19.1024811502057	-51.752589065636	-18.3258338411596	-6.6561206818171
JU1213	39.9688880853486	3.3991018164563	43.6480665906265	46.9208108298219	-18.7106662149156	63.5159335325486	56.3647399041914	68.7611839885949	47.8304168060583	26.8967119442279	-15.4234822632211	24.5162587622451	4.39094076798439	29.6172838718029	15.2599798162822	55.069435009264	-89.0176549037944	3.79100138701715	16.6210546351873	50.6375856299099	-8.05291075332488	29.8860328563543	15.6318568587084
JU1395	-12.3161202479688	19.6998478067067	40.6651013357822	32.8296173124185	14.0933934780239	26.044628129852	76.1589241311691	52.9875031800148	4.53069710285391	40.7295461553375	19.2570443285313	-22.7898060952628	-36.2453519053268	-8.83816625415154	44.7107721554023	81.9652807481268	34.5789956361423	23.27198935119	23.8054611666723	11.9672347520965	70.8425180347471		
JU1440	9.17084918438469	4.58753659175131	-13.6193026269029	25.2315148308213	5.15642191223321	4.24501483961366	-2.29891134615547	-20.4771706632666	-8.4905296389478	-17.9954590470562	35.4158982773302	-29.1441611667501	-11.2638080462455	4.76645746809817	-13.5619573916951	49.9674000624538	59.782043722482	59.1001828405883	21.3718582773389	9.48741385717135	50.0343798984556	6.94397869107433	18.7416333818476
JU1491	-23.3889000015356	-76.9563273994749	-10.6640215889908	-95.2445542643862	-2.64800740856679	-13.1644869334661	-86.4630608302891	-44.5492834140907	-21.8346091491383	-19.4505851097602	15.258294389353	8.32238650505432	-18.3931360137678	6.42011361380895	-59.7029670938513	-32.8113962990106	149.054880596302	6.04560888988385	-41.8583071936104	-8.14783443964028	0.0668094432808295	23.9600966467102	8.12653206933017
JU1530	-21.6846090995932	48.0871499061653	-0.634096513405975	33.9211729118935	12.1492588280996	25.8241641614399	26.5583936365029	62.9514245984271	4.25340235691513	-38.908031996483	54.2188091830709	-7.63838100414725	-0.131776039369998	14.4862559599652	83.614886667665	24.3219365502896	-19.4397435007127	41.549787564595	21.8589428804217	35.3232626562488	48.772027330238	50.6532875506263	-10.496038224269
JU1543	-3.03047289291686	-32.7563689513196	-24.9134130535607	1.8685529078197	-1.64773646821457	-28.2890736352596	-85.1600504469942	-82.3292323784289	2.92603581321359	-11.2073154099993	25.1366531163161	-14.0136596943882	-32.4236379727057	11.086685682773	-4.37586801283547	-6.93005703761874	5.45342089460691	22.5096843619416	2.75739033677951	0.852645453391524	8.64705996396156	32.5872344677339	
JU1568	-84.7695517502578	56.04276662498	-13.2156707083936	-22.3802433483292	7.9152206220214	-4.44207801159388	-31.7131674128812	-36.0076613415351	-19.8490179501768	-6.93438074475561	2.21944495978154	-5.8367220401772	2.20893891779691	15.6881718479927	-5.67202343342292	14.7871641831646	-25.6243032276574	-6.39997356045262	10.4847863743914	-47.0162782086195	-4.18060089737481	-12.4289710372442	5.39972775290189
JU1666	27.4249908871117	22.8306759733387	-33.5708426473669	50.2767373848561	28.1617966180594	67.4416340522981	84.9672355733784	-25.7939764463739	-11.0995777606932	12.5200560113612	12.5085010139653	24.3994758727018	60.5788777576947	8.26305107377999	15.7615905559887	29.2226299370445	-5.3318194251401	14.6932998827981	11.8522426605257	32.9088066461357	19.3500990950619	35.8966806844212	
JU1792	5.45818184613441	-66.7171978483616	-30.4048003039976	-22.0254054998782	-27.1990928326206	-83.0003124904054	-21.0041987888107		-0.480402943982859	-36.2432465439764	-11.3925016355583	-23.3302030873895	-11.0556091362554	-23.9967847499223	-72.1425224657924	-11.087519426376	17.2892629366289	-0.336700931262903	-21.1080137733943	-19.7135630360123	5.14594343078754	-22.8269765036773	4.93345608220235
JU1793	29.7713632063541	46.1096625642245	-12.2889206568176	10.8231380529574	10.6758517997996	-0.591311682171468	23.9972274436376	-17.4545480159876	4.16003655245912	34.4532041130607	-2.88612735734403	-17.9687430428382	0.855627681364512	-1.54708714856297	66.5713038183808	104.294341287958	-34.7951383050541	17.4267893143378	-2.93494909736297	18.7592541520127	-24.2588286630602	-13.590885868915	23.5878081916714
JU1934	27.2888097247686	2.15495275335215	2.88856200146525	6.01301606656455	66.6614293421126	57.0285383403114	42.4262865058765	-21.3462213395705	13.9726908291585	34.7706464012679	-17.0048035901375	-19.9827477491062	42.3569740060649	-7.0665225423068	-6.45544342017346	162.406836932588	37.2732674769981	18.1994449837552	0.92767712455311	41.115882246875	17.8781371783199	14.7655341885835	-13.754556094127
JU2106	41.9517148943325	82.5985238412539	29.0787589053504	-8.92956908867451	57.5226677222093	2.09077382116437	31.2907091722205	-34.4260777593008	5.39075417105285	20.5051551098937	46.5669017404495	18.5640538486538	46.402308222915	3.92643968525246	60.9410921479758	128.268523578249	-3.4509754871639	27.8629645692528	-13.0149931942619	7.54409932889002	19.6224797147231	20.5664179651803	-3.55707262301368
JU2131	-2.37868688372485	-73.6157964081413	-56.5430925287571	-58.4182761457915	14.6383007831428	-36.7844385207277	-18.1271511778832		-10.1437219510145	-54.7457276308839	-36.4083077677137	13.5799977787928	-58.6831094414735	13.8369577618354	-7.11311393242599	-11.3655881126705	-171.644265476309	-7.86965099388157	-9.51222673246266	-13.3714311778643	-9.18181711790715	-51.6112115688579	-33.902814758295
JU2141	-32.4625579824449	-98.1793336424023	-14.5094939673518	-3.98444350336196	64.9486065257609	4.4849723032506	20.7172075748882	-2.84387008162001	-13.6091514066573	-1.6211929646462	4.54258559727424	-9.06109381670719	-5.04969248738269	3.31209914703152	-21.4756611924825	73.7672796549515	-7.57015572975901	-1.64107099091403	1.04963950182313	14.0485991679139	13.3688906358935	-24.7864082796782	-5.40608417809685
JU2257	29.6597362197028	59.3947230298219	-40.9224625039113	-6.76053379860303	23.0722788222134	1.47508494298806	12.7245709439166	-1.86882495600446	-17.9753074667295	-30.0097236066879	35.3892657251038	-18.1900722841149	7.21262217561355	11.1405798181142	-28.6351734964329	61.5659570678201	47.160767971546	11.6384952516247	-0.31372239490135	12.8240784056249	24.9098307712431	1.35541113823414	-4.7461763173553
JU2464	46.840315066127	-1.61649882063464	-20.4648373635547	17.7332815319749	6.22218915789369	88.6568296375779	66.3574032228393		-4.01505513165056	43.0738379059758	-77.2373598337176	-4.89555749819197	92.5308921852516	22.9724573954923	53.3124355450232	92.3839483112941	-33.1096723815061	20.1857886777526	47.1551386755272	51.8318190911822		33.0916930221339	-13.4116716084727
JU2466	-16.3985399871602	57.8155743653477	53.1899709870041	-21.3136130002235	-38.4496088249332	34.5518894514097	-15.3398345104917	-1.91904197719575	-28.0943558493367	-21.6163257293989	-77.1437333655374	13.0470698871126	-49.9755336978858	-16.9937492338715	-27.1214764162557	58.8332045906525	-1.00582193814994	-33.7672602696231	-8.1010437359524	4.83089616282301	-24.6618068819052	-36.8158580847083	-1.33337230606923
JU2513	-9.84392940419896	-29.2898809680168	23.2292084744001	38.1138810318653	26.9305260302423	-20.1738506238664	-8.66842066948327	-41.1093368367674	6.35907847557342	13.6087298237336	13.9423237739162	-0.0673805155214337	-29.9042924158722	-15.845601046046	13.7932611589839	112.282750807738	45.5308526904135	51.110933513755	-9.45737207950534	9.54967380476544	48.7571439570784	-30.3012329853509	18.2575603999345
JU2522	-10.640373848608	67.2752098016192	6.23869586504589	37.5183575441126	-65.6729876226603	45.355993073965	16.9534322489451	60.7937968501673	-8.57851789831599	61.5316261801594	-103.431711259036	17.6690275102512	31.9841017443404	22.7812248813766	73.3609938687544	-53.0526673057555	-85.8601989830365	-6.6877450200774	48.4594871863469	52.5765653914567	-26.5942178002965	40.1891286488817	-17.9379862976019
